aux,DB,DP_DB,DP_DA,Rep,DA,Epsilon,Col,Error,EuD,Query
1,3201879.188900747,3200768.6508111292,5694454.147621155,110,3205300,0.3,#NodesRequested_sum,-2489154.147621155,90397757.9772502,sum
1,3201879.188900747,3200189.9418525617,4655932.845565796,111,3205300,0.3,#NodesRequested_sum,-1450632.845565796,65872693.282403715,sum
1,3201879.188900747,3199208.7518434343,5093359.993637085,112,3205300,0.3,#NodesRequested_sum,-1888059.993637085,75552569.45708025,sum
1,3201879.188900747,3144211.310069492,-14237803.231163025,113,3205300,0.3,#NodesRequested_sum,17443103.231163025,535957961.5861053,sum
1,3201879.188900747,3157386.817452909,7349001.2537117,114,3205300,0.3,#NodesRequested_sum,-4143701.2537117004,135095359.14932123,sum
1,3201879.188900747,3155075.937877247,227097.59993743896,115,3205300,0.3,#NodesRequested_sum,2978202.400062561,102357510.68700247,sum
1,3201879.188900747,3131603.6300968947,9605662.943733215,116,3205300,0.3,#NodesRequested_sum,-6400362.943733215,201318025.70836905,sum
1,3201879.188900747,3159567.456919967,2344667.1875076294,117,3205300,0.3,#NodesRequested_sum,860632.8124923706,54109756.54831158,sum
1,3201879.188900747,3151280.9837576337,9848933.683822632,118,3205300,0.3,#NodesRequested_sum,-6643633.683822632,208730465.56722787,sum
1,3201879.188900747,3145574.048754044,837538.7941017151,119,3205300,0.3,#NodesRequested_sum,2367761.205898285,86483854.56751125,sum
1,3201879.188900747,3227015.620234134,4374275.16822052,120,3205300,0.3,#NodesRequested_sum,-1168975.16822052,57414348.39939626,sum
1,3201879.188900747,3234707.3164400337,932846.7285690308,121,3205300,0.3,#NodesRequested_sum,2272453.2714309692,82993043.20238668,sum
1,3201879.188900747,3231615.9401044366,6774393.555618286,122,3205300,0.3,#NodesRequested_sum,-3569093.555618286,118254009.47488,sum
1,3201879.188900747,3284491.0774193797,1166483.4445648193,123,3205300,0.3,#NodesRequested_sum,2038816.5554351807,76761655.74695663,sum
1,3201879.188900747,3226970.473219098,8028119.946479797,124,3205300,0.3,#NodesRequested_sum,-4822819.946479797,154422060.98586062,sum
1,3201879.188900747,3235202.2905841875,5246339.566761017,125,3205300,0.3,#NodesRequested_sum,-2041039.5667610168,77290364.7587883,sum
1,3201879.188900747,3222555.4607911166,2977510.498966217,126,3205300,0.3,#NodesRequested_sum,227789.50103378296,46239764.24733681,sum
1,3201879.188900747,3226887.964230849,1769562.968334198,127,3205300,0.3,#NodesRequested_sum,1435737.031665802,63397458.272168614,sum
1,3201879.188900747,3218374.2163145347,1945928.140007019,128,3205300,0.3,#NodesRequested_sum,1259371.859992981,59909291.534919664,sum
1,3201879.188900747,3158475.5104767373,5670507.09431839,129,3205300,0.3,#NodesRequested_sum,-2465207.09431839,88787996.30814238,sum
1,3201879.188900747,3210214.5019702017,19671265.71442032,130,3205300,0.3,#NodesRequested_sum,-16465965.714420319,506050974.88296586,sum
1,3201879.188900747,3239336.626132771,10077748.266990662,131,3205300,0.3,#NodesRequested_sum,-6872448.266990662,215070876.34196916,sum
1,3201879.188900747,3273546.6999382875,1517593.0183486938,132,3205300,0.3,#NodesRequested_sum,1687706.9816513062,69106082.27084185,sum
1,3201879.188900747,3269451.9960343493,6474877.151985168,133,3205300,0.3,#NodesRequested_sum,-3269577.1519851685,110095485.35964951,sum
1,3201879.188900747,3258934.232141384,3853044.624889374,134,3205300,0.3,#NodesRequested_sum,-647744.6248893738,50111484.148521125,sum
1,3201879.188900747,3268832.2177067823,332378.0135154724,135,3205300,0.3,#NodesRequested_sum,2872921.9864845276,99262394.74786887,sum
1,3201879.188900747,3270017.997984003,5896642.6098098755,136,3205300,0.3,#NodesRequested_sum,-2691342.6098098755,94423203.62463032,sum
1,3201879.188900747,3260510.907444271,2694222.411804199,137,3205300,0.3,#NodesRequested_sum,511077.5881958008,48683268.850359984,sum
1,3201879.188900747,3242782.7952341223,4653557.127204895,138,3205300,0.3,#NodesRequested_sum,-1448257.127204895,64167502.229505725,sum
1,3201879.188900747,3256819.0147759244,-3227425.180404663,139,3205300,0.3,#NodesRequested_sum,6432725.180404663,202323510.28509218,sum
1,3201879.188900747,3246614.2203486236,2883940.7608566284,140,3205300,0.3,#NodesRequested_sum,321359.2391433716,47279946.743581094,sum
1,3201879.188900747,3224587.016615076,4859687.941619873,141,3205300,0.3,#NodesRequested_sum,-1654387.941619873,68708766.63649243,sum
1,3201879.188900747,3280259.6936520776,5785051.606613159,142,3205300,0.3,#NodesRequested_sum,-2579751.606613159,92123473.39775233,sum
1,3201879.188900747,3262103.308538885,8684000.909416199,143,3205300,0.3,#NodesRequested_sum,-5478700.909416199,174232985.53112483,sum
1,3201879.188900747,3303777.363080199,-10421727.071353912,144,3205300,0.3,#NodesRequested_sum,13627027.071353912,419650710.0722862,sum
1,3201879.188900747,3263218.502155296,4148957.5590896606,145,3205300,0.3,#NodesRequested_sum,-943657.5590896606,53921045.00055403,sum
1,3201879.188900747,3255301.104332984,3059925.137928009,146,3205300,0.3,#NodesRequested_sum,145374.86207199097,45774664.388697095,sum
1,3201879.188900747,3257923.0846707975,3211194.6346702576,147,3205300,0.3,#NodesRequested_sum,-5894.634670257568,45573652.45354588,sum
1,3201879.188900747,3263434.4832644355,834251.2430610657,148,3205300,0.3,#NodesRequested_sum,2371048.7569389343,85740464.41162445,sum
1,3201879.188900747,3271434.1410708055,2598164.2953300476,149,3205300,0.3,#NodesRequested_sum,607135.7046699524,49414438.56466678,sum
1,3201879.188900747,3284701.9220108096,-625520.7962417603,0,3205300,0.4,#NodesRequested_sum,3830820.7962417603,122003620.51455526,sum
1,3201879.188900747,3279632.6632583,4357384.92624855,1,3205300,0.4,#NodesRequested_sum,-1152084.9262485504,48891505.20404767,sum
1,3201879.188900747,3268374.7040361,4793952.751451492,2,3205300,0.4,#NodesRequested_sum,-1588652.7514514923,59147638.81702878,sum
1,3201879.188900747,3260010.073452457,2689061.5063591003,3,3205300,0.4,#NodesRequested_sum,516238.49364089966,37309029.84273186,sum
1,3201879.188900747,3246992.9228334324,-1675181.8157787323,4,3205300,0.4,#NodesRequested_sum,4880481.815778732,153059846.55416518,sum
1,3201879.188900747,3228112.765252541,9434472.181898117,5,3205300,0.4,#NodesRequested_sum,-6229172.181898117,193416568.2586205,sum
1,3201879.188900747,3206853.5785426125,7852001.910423279,6,3205300,0.4,#NodesRequested_sum,-4646701.910423279,145803925.8904002,sum
1,3201879.188900747,3188655.1865685633,7112640.100774765,7,3205300,0.4,#NodesRequested_sum,-3907340.100774765,123857794.31618643,sum
1,3201879.188900747,3181531.007391321,2009486.9322032928,8,3205300,0.4,#NodesRequested_sum,1195813.0677967072,49040500.4773433,sum
1,3201879.188900747,3213166.447533367,4596230.5638542175,9,3205300,0.4,#NodesRequested_sum,-1390930.5638542175,53189511.49763887,sum
1,3201879.188900747,3212896.5449444326,3280226.6889686584,10,3205300,0.4,#NodesRequested_sum,-74926.68896865845,32376941.515928376,sum
1,3201879.188900747,3222998.303002962,3781935.2272663116,11,3205300,0.4,#NodesRequested_sum,-576635.2272663116,36721801.06192933,sum
1,3201879.188900747,3201012.367392753,3652105.624074936,12,3205300,0.4,#NodesRequested_sum,-446805.6240749359,35179903.27420206,sum
1,3201879.188900747,3213560.16289991,2543795.3571243286,13,3205300,0.4,#NodesRequested_sum,661504.6428756714,39322572.68060248,sum
1,3201879.188900747,3204780.901539935,5917749.70182991,14,3205300,0.4,#NodesRequested_sum,-2712449.7018299103,89247889.33763725,sum
1,3201879.188900747,3185236.9794862913,2076067.9723472595,15,3205300,0.4,#NodesRequested_sum,1129232.0276527405,47977375.47753938,sum
1,3201879.188900747,3271359.249653518,3720968.6705493927,16,3205300,0.4,#NodesRequested_sum,-515668.6705493927,39176380.45233347,sum
1,3201879.188900747,3259717.2132742708,565709.7154541016,17,3205300,0.4,#NodesRequested_sum,2639590.2845458984,88165808.37691292,sum
1,3201879.188900747,3242496.1869044024,5422561.754312515,18,3205300,0.4,#NodesRequested_sum,-2217261.7543125153,76336801.78139707,sum
1,3201879.188900747,3237713.989625045,100268.6364402771,19,3205300,0.4,#NodesRequested_sum,3105031.363559723,101308218.07709219,sum
1,3201879.188900747,3248929.2766919904,4320947.531454086,20,3205300,0.4,#NodesRequested_sum,-1115647.5314540863,49766478.867569596,sum
1,3201879.188900747,3250447.662978762,8817327.14274025,21,3205300,0.4,#NodesRequested_sum,-5612027.14274025,175322536.3872312,sum
1,3201879.188900747,3258157.906394677,4715493.824930191,22,3205300,0.4,#NodesRequested_sum,-1510193.824930191,58255061.06301984,sum
1,3201879.188900747,3373597.718565208,7454432.427757263,23,3205300,0.4,#NodesRequested_sum,-4249132.427757263,134696973.5070067,sum
1,3201879.188900747,3356216.9603191223,1243071.2580661774,24,3205300,0.4,#NodesRequested_sum,1962228.7419338226,69799907.78058435,sum
1,3201879.188900747,3361929.3891309244,2668402.236410141,25,3205300,0.4,#NodesRequested_sum,536897.763589859,39619883.02979949,sum
1,3201879.188900747,3366811.1070594634,5432671.990652084,26,3205300,0.4,#NodesRequested_sum,-2227371.9906520844,76817274.46205802,sum
1,3201879.188900747,3358136.8318609963,4981234.931184769,27,3205300,0.4,#NodesRequested_sum,-1775934.9311847687,64641168.83876165,sum
1,3201879.188900747,3341708.6322735283,2906449.236787796,28,3205300,0.4,#NodesRequested_sum,298850.763212204,37444303.87304511,sum
1,3201879.188900747,3330893.4686715626,4022561.3443012238,29,3205300,0.4,#NodesRequested_sum,-817261.3443012238,43289191.2817727,sum
1,3201879.188900747,3379224.317627244,1275855.1879692078,30,3205300,0.4,#NodesRequested_sum,1929444.8120307922,68991052.1604407,sum
1,3201879.188900747,3376865.3455187026,2786870.8872737885,31,3205300,0.4,#NodesRequested_sum,418429.11272621155,37312125.86346906,sum
1,3201879.188900747,3368745.082538095,4605028.72195816,32,3205300,0.4,#NodesRequested_sum,-1399728.7219581604,56172723.54759494,sum
1,3201879.188900747,3332238.290932796,7200155.060600281,33,3205300,0.4,#NodesRequested_sum,-3994855.0606002808,127248847.48889557,sum
1,3201879.188900747,3401722.0547351297,-6592752.56836319,34,3205300,0.4,#NodesRequested_sum,9798052.56836319,301873215.62249154,sum
1,3201879.188900747,3373271.2962736995,2854405.2203273773,35,3205300,0.4,#NodesRequested_sum,350894.7796726227,36029424.47378094,sum
1,3201879.188900747,3160467.3155757086,757644.0338878632,36,3205300,0.4,#NodesRequested_sum,2447655.966112137,82964805.3210975,sum
1,3201879.188900747,3233186.4431795194,-1558670.9167575836,37,3205300,0.4,#NodesRequested_sum,4763970.916757584,150314213.24743772,sum
1,3201879.188900747,3192308.3280472793,9389831.406169891,38,3205300,0.4,#NodesRequested_sum,-6184531.406169891,192759457.84701985,sum
1,3201879.188900747,3199265.623836621,1151040.331249237,39,3205300,0.4,#NodesRequested_sum,2054259.668750763,71721246.70176992,sum
1,3201879.188900747,3175135.8821015647,851171.5883693695,40,3205300,0.4,#NodesRequested_sum,2354128.4116306305,79595018.67642269,sum
1,3201879.188900747,3218995.8022819916,2377904.006708145,41,3205300,0.4,#NodesRequested_sum,827395.9932918549,44003049.726544745,sum
1,3201879.188900747,3234735.82116253,983071.4925231934,42,3205300,0.4,#NodesRequested_sum,2222228.5074768066,76653647.76878533,sum
1,3201879.188900747,3244682.0143856104,1960618.5572776794,43,3205300,0.4,#NodesRequested_sum,1244681.4427223206,51439700.26620215,sum
1,3201879.188900747,3253639.6757223858,7000660.76216507,44,3205300,0.4,#NodesRequested_sum,-3795360.7621650696,121489820.11378433,sum
1,3201879.188900747,3192961.809749649,3878421.2870750427,45,3205300,0.4,#NodesRequested_sum,-673121.2870750427,41308463.31950289,sum
1,3201879.188900747,3247411.442496965,2157343.467163086,46,3205300,0.4,#NodesRequested_sum,1047956.5328369141,48282736.59423177,sum
1,3201879.188900747,3230144.5829427345,5521365.142368317,47,3205300,0.4,#NodesRequested_sum,-2316065.1423683167,79482442.18979487,sum
1,3201879.188900747,3207383.852974575,6352998.677663803,48,3205300,0.4,#NodesRequested_sum,-3147698.677663803,102920239.88521102,sum
1,3201879.188900747,3203170.2979147932,3477874.4880771637,49,3205300,0.4,#NodesRequested_sum,-272574.4880771637,35777190.257306695,sum
1,3201879.188900747,3124313.017387375,3951547.6778469086,50,3205300,0.4,#NodesRequested_sum,-746247.6778469086,43880796.53020226,sum
1,3201879.188900747,3161275.202918646,2348074.052822113,51,3205300,0.4,#NodesRequested_sum,857225.947177887,44430491.13555126,sum
1,3201879.188900747,3196983.225908777,-1110850.0771770477,52,3205300,0.4,#NodesRequested_sum,4316150.077177048,137048560.3310054,sum
1,3201879.188900747,3218933.981110525,3801412.957418442,53,3205300,0.4,#NodesRequested_sum,-596112.9574184418,41281687.831631,sum
1,3201879.188900747,3198254.179402042,7077877.515522003,54,3205300,0.4,#NodesRequested_sum,-3872577.515522003,123738187.53529786,sum
1,3201879.188900747,3172046.4754170435,3382256.4911136627,55,3205300,0.4,#NodesRequested_sum,-176956.49111366272,36139531.67280981,sum
1,3201879.188900747,3141469.134162242,1428442.247560501,56,3205300,0.4,#NodesRequested_sum,1776857.752439499,64728089.06217915,sum
1,3201879.188900747,3150243.9570569177,-1282997.5930175781,57,3205300,0.4,#NodesRequested_sum,4488297.593017578,141832019.60038707,sum
1,3201879.188900747,3190462.6899399683,3783196.3025608063,58,3205300,0.4,#NodesRequested_sum,-577896.3025608063,39417223.19857998,sum
1,3201879.188900747,3162651.438913796,720172.2858314514,59,3205300,0.4,#NodesRequested_sum,2485127.7141685486,83373775.52355781,sum
1,3201879.188900747,3172832.517113658,491071.3301372528,60,3205300,0.4,#NodesRequested_sum,2714228.669862747,89844446.11887364,sum
1,3201879.188900747,3151625.6460526404,376115.89907073975,61,3205300,0.4,#NodesRequested_sum,2829184.1009292603,93353469.01479098,sum
1,3201879.188900747,3126629.612677455,8857988.892181396,62,3205300,0.4,#NodesRequested_sum,-5652688.8921813965,176535664.77630353,sum
1,3201879.188900747,3132435.403377419,2936131.41362381,63,3205300,0.4,#NodesRequested_sum,269168.5863761902,35296963.2068792,sum
1,3201879.188900747,3198576.0642879824,11041415.827732086,64,3205300,0.4,#NodesRequested_sum,-7836115.827732086,242057559.78380987,sum
1,3201879.188900747,3174067.6795595,3335051.699115753,65,3205300,0.4,#NodesRequested_sum,-129751.69911575317,34190741.896746226,sum
1,3201879.188900747,3233781.0529820137,2268857.7195720673,66,3205300,0.4,#NodesRequested_sum,936442.2804279327,43770248.97299012,sum
1,3201879.188900747,3228529.570819927,2881035.561914444,67,3205300,0.4,#NodesRequested_sum,324264.43808555603,35645994.200438395,sum
1,3201879.188900747,3241459.5533704585,4543554.710447311,68,3205300,0.4,#NodesRequested_sum,-1338254.7104473114,53992104.06241533,sum
1,3201879.188900747,3225781.789675736,3175294.531167984,69,3205300,0.4,#NodesRequested_sum,30005.46883201599,32792822.206435625,sum
1,3201879.188900747,3209167.1354664667,6610985.235818863,70,3205300,0.4,#NodesRequested_sum,-3405685.235818863,109124651.77837184,sum
1,3201879.188900747,3172583.2985480716,2831436.1662540436,71,3205300,0.4,#NodesRequested_sum,373863.8337459564,34914808.772415034,sum
1,3201879.188900747,3197080.5901624816,3149195.291545868,72,3205300,0.4,#NodesRequested_sum,56104.70845413208,34038004.0454738,sum
1,3201879.188900747,3243899.549507653,3197354.1740455627,73,3205300,0.4,#NodesRequested_sum,7945.825954437256,35055584.599808104,sum
1,3201879.188900747,3197410.0960950577,3199081.149564743,74,3205300,0.4,#NodesRequested_sum,6218.850435256958,36492023.295126855,sum
1,3201879.188900747,3152275.2458146736,828256.3628692627,75,3205300,0.4,#NodesRequested_sum,2377043.6371307373,79890076.64317322,sum
1,3201879.188900747,3128764.304416271,802630.9910049438,76,3205300,0.4,#NodesRequested_sum,2402669.008995056,81542734.20159276,sum
1,3201879.188900747,3201035.768822694,-1308067.8315887451,77,3205300,0.4,#NodesRequested_sum,4513367.831588745,142109605.13286275,sum
1,3201879.188900747,3186276.225612969,3346782.2376327515,78,3205300,0.4,#NodesRequested_sum,-141482.23763275146,34065567.4460683,sum
1,3201879.188900747,3175234.6168665574,4081434.3300380707,79,3205300,0.4,#NodesRequested_sum,-876134.3300380707,44761097.63877955,sum
1,3201879.188900747,3160346.523778626,3873772.5494995117,80,3205300,0.4,#NodesRequested_sum,-668472.5494995117,38841811.92183717,sum
1,3201879.188900747,3200893.2248736313,1153261.4112243652,81,3205300,0.4,#NodesRequested_sum,2052038.5887756348,71715306.49296334,sum
1,3201879.188900747,3201771.7026691358,5482308.771715164,82,3205300,0.4,#NodesRequested_sum,-2277008.771715164,78569211.221808,sum
1,3201879.188900747,3197705.387104395,5304830.859718323,83,3205300,0.4,#NodesRequested_sum,-2099530.8597183228,72828475.93152268,sum
1,3201879.188900747,3220599.489160096,2718429.771844864,84,3205300,0.4,#NodesRequested_sum,486870.2281551361,37406966.27978042,sum
1,3201879.188900747,3181118.1365918806,4470766.306756973,85,3205300,0.4,#NodesRequested_sum,-1265466.3067569733,52342017.019724496,sum
1,3201879.188900747,3202089.894285244,6712066.69336319,86,3205300,0.4,#NodesRequested_sum,-3506766.6933631897,112643526.90652467,sum
1,3201879.188900747,3236552.296628195,6907916.532205582,87,3205300,0.4,#NodesRequested_sum,-3702616.5322055817,118919650.17597452,sum
1,3201879.188900747,3204414.8930351874,4302265.491230011,88,3205300,0.4,#NodesRequested_sum,-1096965.491230011,47897958.60668564,sum
1,3201879.188900747,3178439.8772694794,-2646219.417776108,89,3205300,0.4,#NodesRequested_sum,5851519.417776108,182442680.62099773,sum
1,3201879.188900747,3246223.491163906,5054032.55676651,90,3205300,0.4,#NodesRequested_sum,-1848732.55676651,66911004.6332075,sum
1,3201879.188900747,3208817.059028379,4432102.959539413,91,3205300,0.4,#NodesRequested_sum,-1226802.9595394135,51304876.23795212,sum
1,3201879.188900747,3208639.5822826037,3480983.9220867157,92,3205300,0.4,#NodesRequested_sum,-275683.9220867157,35181406.833570264,sum
1,3201879.188900747,3180699.562117296,6336343.132396698,93,3205300,0.4,#NodesRequested_sum,-3131043.132396698,101596479.23750521,sum
1,3201879.188900747,3181529.5892693307,333686.8275337219,94,3205300,0.4,#NodesRequested_sum,2871613.172466278,94107265.53792696,sum
1,3201879.188900747,3164347.323672965,3272317.878425598,95,3205300,0.4,#NodesRequested_sum,-67017.87842559814,33933586.33815157,sum
1,3201879.188900747,3170560.895784328,326346.6248149872,96,3205300,0.4,#NodesRequested_sum,2878953.375185013,94306891.71148734,sum
1,3201879.188900747,3184794.418693078,1617551.707956314,97,3205300,0.4,#NodesRequested_sum,1587748.292043686,59644643.69924166,sum
1,3201879.188900747,3179453.4588282127,6802910.61690712,98,3205300,0.4,#NodesRequested_sum,-3597610.6169071198,115119147.54516295,sum
1,3201879.188900747,3156976.375244746,4734507.155031204,99,3205300,0.4,#NodesRequested_sum,-1529207.1550312042,57158243.387527615,sum
1,3201879.188900747,3206131.885874796,10451457.783136368,100,3205300,0.4,#NodesRequested_sum,-7246157.783136368,224083926.52873263,sum
1,3201879.188900747,3149438.1041983813,3460021.5574417114,101,3205300,0.4,#NodesRequested_sum,-254721.55744171143,33270778.32358015,sum
1,3201879.188900747,3098499.359055857,780018.0901203156,102,3205300,0.4,#NodesRequested_sum,2425281.9098796844,81290373.0975565,sum
1,3201879.188900747,3156542.766689043,3688694.931318283,103,3205300,0.4,#NodesRequested_sum,-483394.9313182831,36456797.6565351,sum
1,3201879.188900747,3199434.570266565,3485578.1175346375,104,3205300,0.4,#NodesRequested_sum,-280278.11753463745,32639286.202964734,sum
1,3201879.188900747,3151103.9623450153,1156370.9810791016,105,3205300,0.4,#NodesRequested_sum,2048929.0189208984,70808112.59935535,sum
1,3201879.188900747,3211728.882015933,1014215.1174201965,106,3205300,0.4,#NodesRequested_sum,2191084.8825798035,76081725.68425761,sum
1,3201879.188900747,3195159.426684359,821470.5340690613,107,3205300,0.4,#NodesRequested_sum,2383829.4659309387,80011167.28440616,sum
1,3201879.188900747,3226117.680456206,2643499.9887371063,108,3205300,0.4,#NodesRequested_sum,561800.0112628937,37633078.62293447,sum
1,3201879.188900747,3233686.1629972854,694724.4925746918,109,3205300,0.4,#NodesRequested_sum,2510575.507425308,83291255.59770982,sum
1,3201879.188900747,3173889.8014910067,4214494.447517395,110,3205300,0.4,#NodesRequested_sum,-1009194.447517395,45362893.0625006,sum
1,3201879.188900747,3167128.8453670703,2143354.6680812836,111,3205300,0.4,#NodesRequested_sum,1061945.3319187164,45419134.08594709,sum
1,3201879.188900747,3171963.76054965,5288098.0078754425,112,3205300,0.4,#NodesRequested_sum,-2082798.0078754425,73026195.28077269,sum
1,3201879.188900747,3209561.6929239803,4452851.176141739,113,3205300,0.4,#NodesRequested_sum,-1247551.176141739,50135475.57600473,sum
1,3201879.188900747,3191865.417748252,1779598.960155487,114,3205300,0.4,#NodesRequested_sum,1425701.039844513,54399491.535385065,sum
1,3201879.188900747,3200565.905094613,5185653.323703766,115,3205300,0.4,#NodesRequested_sum,-1980353.3237037659,69322620.98830605,sum
1,3201879.188900747,3127783.000344898,4781328.537923813,116,3205300,0.4,#NodesRequested_sum,-1576028.5379238129,57673598.31803337,sum
1,3201879.188900747,3130632.2178835883,3383032.1953086853,117,3205300,0.4,#NodesRequested_sum,-177732.1953086853,32092953.852122586,sum
1,3201879.188900747,3157968.4368154146,-2921519.137151718,118,3205300,0.4,#NodesRequested_sum,6126819.137151718,190078867.8158312,sum
1,3201879.188900747,3159744.295657514,1321763.905822754,119,3205300,0.4,#NodesRequested_sum,1883536.094177246,65443217.34965644,sum
1,3201879.188900747,3147342.4850683264,5469461.684412003,120,3205300,0.4,#NodesRequested_sum,-2264161.6844120026,75911428.24343072,sum
1,3201879.188900747,3139240.9734463394,3585723.8721752167,121,3205300,0.4,#NodesRequested_sum,-380423.8721752167,33193525.498574518,sum
1,3201879.188900747,3231770.976323433,3836213.023902893,122,3205300,0.4,#NodesRequested_sum,-630913.0239028931,37881839.658188246,sum
1,3201879.188900747,3186126.512671549,14764343.040369034,123,3205300,0.4,#NodesRequested_sum,-11559043.040369034,355080551.5214788,sum
1,3201879.188900747,3165729.0807605223,3789142.7174892426,124,3205300,0.4,#NodesRequested_sum,-583842.7174892426,34309679.42345658,sum
1,3201879.188900747,3141999.5207541087,4771401.964679718,125,3205300,0.4,#NodesRequested_sum,-1566101.964679718,56444478.62865838,sum
1,3201879.188900747,3138388.925216224,4236593.599403381,126,3205300,0.4,#NodesRequested_sum,-1031293.5994033813,43394921.76057412,sum
1,3201879.188900747,3140018.746083058,-1174396.753194809,127,3205300,0.4,#NodesRequested_sum,4379696.753194809,137294691.17542,sum
1,3201879.188900747,3145024.567743032,4798415.75428772,128,3205300,0.4,#NodesRequested_sum,-1593115.7542877197,57175772.53045494,sum
1,3201879.188900747,3140303.4823806765,-1235102.813173294,129,3205300,0.4,#NodesRequested_sum,4440402.813173294,139080649.0313138,sum
1,3201879.188900747,3145334.3878812,3087417.6926879883,130,3205300,0.4,#NodesRequested_sum,117882.30731201172,29702423.799052373,sum
1,3201879.188900747,3138028.8731705085,1095403.3532390594,131,3205300,0.4,#NodesRequested_sum,2109896.6467609406,71004635.83938389,sum
1,3201879.188900747,3156715.437141543,-1161121.829378128,132,3205300,0.4,#NodesRequested_sum,4366421.829378128,136819315.59312373,sum
1,3201879.188900747,3156628.903000635,2809765.362745285,133,3205300,0.4,#NodesRequested_sum,395534.63725471497,31650553.432843376,sum
1,3201879.188900747,3161222.18469068,1522804.9507980347,134,3205300,0.4,#NodesRequested_sum,1682495.0492019653,59209399.98063033,sum
1,3201879.188900747,3167183.2015653374,2301726.6850585938,135,3205300,0.4,#NodesRequested_sum,903573.3149414062,40248860.62151326,sum
1,3201879.188900747,3182885.288291683,5106746.544717789,136,3205300,0.4,#NodesRequested_sum,-1901446.5447177887,65086522.544504195,sum
1,3201879.188900747,3202950.3253128394,2390654.359779358,137,3205300,0.4,#NodesRequested_sum,814645.6402206421,38070809.25370277,sum
1,3201879.188900747,3219251.90408367,5660505.634447098,138,3205300,0.4,#NodesRequested_sum,-2455205.634447098,80973098.2806916,sum
1,3201879.188900747,3215305.289663203,4357109.881298065,139,3205300,0.4,#NodesRequested_sum,-1151809.8812980652,46365617.29335768,sum
1,3201879.188900747,3211741.2892981106,2604249.67530632,140,3205300,0.4,#NodesRequested_sum,601050.3246936798,35373463.45047612,sum
1,3201879.188900747,3190170.4399045976,7468462.277645111,141,3205300,0.4,#NodesRequested_sum,-4263162.277645111,133875386.96804085,sum
1,3201879.188900747,3252843.509281743,2953124.194946289,142,3205300,0.4,#NodesRequested_sum,252175.80505371094,30896597.051709656,sum
1,3201879.188900747,3271155.1660500155,-3081571.846895218,143,3205300,0.4,#NodesRequested_sum,6286871.846895218,194638527.28942615,sum
1,3201879.188900747,3253590.1272141947,6003843.113998413,144,3205300,0.4,#NodesRequested_sum,-2798543.113998413,90454812.86534058,sum
1,3201879.188900747,3238077.6168425437,7604019.076639175,145,3205300,0.4,#NodesRequested_sum,-4398719.076639175,137707325.7859422,sum
1,3201879.188900747,3219394.85987037,8566894.018436432,146,3205300,0.4,#NodesRequested_sum,-5361594.018436432,166530544.6563415,sum
1,3201879.188900747,3228926.1938174726,3254327.447040558,147,3205300,0.4,#NodesRequested_sum,-49027.44704055786,28530522.55727496,sum
1,3201879.188900747,3236093.8582847435,3747655.5155620575,148,3205300,0.4,#NodesRequested_sum,-542355.5155620575,32831518.627921086,sum
1,3201879.188900747,3233400.520828084,5337241.272689819,149,3205300,0.4,#NodesRequested_sum,-2131941.2726898193,71068279.20926504,sum
1,3201879.188900747,3155866.158528499,4064503.5076007843,0,3205300,0.5,#NodesRequested_sum,-859203.5076007843,35497440.05555874,sum
1,3201879.188900747,3155348.1903697383,4489548.223808289,1,3205300,0.5,#NodesRequested_sum,-1284248.2238082886,45990674.32929869,sum
1,3201879.188900747,3156685.3991428404,3550995.605617523,2,3205300,0.5,#NodesRequested_sum,-345695.6056175232,26113748.64250214,sum
1,3201879.188900747,3166949.0317619145,4119634.395296097,3,3205300,0.5,#NodesRequested_sum,-914334.3952960968,37111636.10854652,sum
1,3201879.188900747,3166632.7016710346,3018693.99319458,4,3205300,0.5,#NodesRequested_sum,186606.00680541992,25011741.381624836,sum
1,3201879.188900747,3176700.071097144,1920787.3492164612,5,3205300,0.5,#NodesRequested_sum,1284512.6507835388,46209823.349104635,sum
1,3201879.188900747,3160925.387408696,6309664.579984665,6,3205300,0.5,#NodesRequested_sum,-3104364.579984665,97992886.86083291,sum
1,3201879.188900747,3160736.7733995547,4311758.992595673,7,3205300,0.5,#NodesRequested_sum,-1106458.9925956726,41468923.71467939,sum
1,3201879.188900747,3141673.3993266146,4507578.402673721,8,3205300,0.5,#NodesRequested_sum,-1302278.4026737213,46729126.37102127,sum
1,3201879.188900747,3150961.677705208,1300016.6634025574,9,3205300,0.5,#NodesRequested_sum,1905283.3365974426,63152159.76547413,sum
1,3201879.188900747,3137372.34712428,7158554.584451675,10,3205300,0.5,#NodesRequested_sum,-3953254.5844516754,123256534.30329323,sum
1,3201879.188900747,3131715.693715057,3801183.7252197266,11,3205300,0.5,#NodesRequested_sum,-595883.7252197266,29679570.098501455,sum
1,3201879.188900747,3153119.626948282,-1194809.1259288788,12,3205300,0.5,#NodesRequested_sum,4400109.125928879,136573623.08833095,sum
1,3201879.188900747,3164955.0769930016,3414121.5367069244,13,3205300,0.5,#NodesRequested_sum,-208821.53670692444,23907033.71683236,sum
1,3201879.188900747,3158700.740069417,4880642.95268631,14,3205300,0.5,#NodesRequested_sum,-1675342.9526863098,56175508.93315049,sum
1,3201879.188900747,3166352.929251737,2298094.464609146,15,3205300,0.5,#NodesRequested_sum,907205.5353908539,36095021.31170976,sum
